83, Federal-gov, Masters
78, State-gov, 5th-6th
78, State-gov, Preschool
78, State-gov, 11th
78, State-gov, Doctorate
78, State-gov, 9th
78, State-gov, Assoc-acdm
53, Federal-gov, Masters
53, Federal-gov, Assoc-voc
53, Federal-gov, Bachelors
53, Federal-gov, 10th
53, Federal-gov, 1st-4th
53, Federal-gov, Prof-school
53, Federal-gov, HS-grad
53, Federal-gov, 7th-8th
53, Federal-gov, 12th
53, Federal-gov, Some-college
53, Federal-gov, 5th-6th
53, Federal-gov, Preschool
53, Federal-gov, 11th
53, Federal-gov, Doctorate
53, Federal-gov, 9th
53, Federal-gov, Assoc-acdm
53, ?, Masters
53, ?, Assoc-voc
53, ?, Bachelors
53, ?, 10th
53, ?, 1st-4th
53, ?, Prof-school
53, ?, HS-grad
53, ?, 7th-8th
53, ?, 12th
53, ?, Some-college
53, ?, 5th-6th
53, ?, Preschool
53, ?, 11th
53, ?, Doctorate
53, ?, 9th
53, ?, Assoc-acdm
53, Self-emp-not-inc, Masters
53, Self-emp-not-inc, Assoc-voc
53, Self-emp-not-inc, Bachelors
53, Self-emp-not-inc, 10th
53, Self-emp-not-inc, 1st-4th
53, Self-emp-not-inc, Prof-school
53, Self-emp-not-inc, HS-grad
53, Self-emp-not-inc, 7th-8th
53, Self-emp-not-inc, 12th
53, Self-emp-not-inc, Some-college
53, Self-emp-not-inc, 5th-6th
53, Self-emp-not-inc, Preschool
53, Self-emp-not-inc, 11th
53, Self-emp-not-inc, Doctorate
53, Self-emp-not-inc, 9th
53, Self-emp-not-inc, Assoc-acdm
53, Never-worked, Masters
53, Never-worked, Assoc-voc
53, Never-worked, Bachelors
53, Never-worked, 10th
53, Never-worked, 1st-4th
53, Never-worked, Prof-school
53, Never-worked, HS-grad
53, Never-worked, 7th-8th
53, Never-worked, 12th
53, Never-worked, Some-college
53, Never-worked, 5th-6th
53, Never-worked, Preschool
53, Never-worked, 11th
53, Never-worked, Doctorate
53, Never-worked, 9th
53, Never-worked, Assoc-acdm
53, Local-gov, Masters
53, Local-gov, Assoc-voc
53, Local-gov, Bachelors
53, Local-gov, 10th
53, Local-gov, 1st-4th
53, Local-gov, Prof-school
53, Local-gov, HS-grad
53, Local-gov, 7th-8th
53, Local-gov, 12th
53, Local-gov, Some-college
53, Local-gov, 5th-6th
53, Local-gov, Preschool
53, Local-gov, 11th
53, Local-gov, Doctorate
53, Local-gov, 9th
53, Local-gov, Assoc-acdm
53, Private, Masters
53, Private, Assoc-voc
53, Private, Bachelors
53, Private, 10th
53, Private, 1st-4th
53, Private, Prof-school
53, Private, HS-grad
53, Private, 7th-8th
53, Private, 12th
53, Private, Some-college
53, Private, 5th-6th
53, Private, Preschool
53, Private, 11th
53, Private, Doctorate
53, Private, 9th
53, Private, Assoc-acdm
53, Without-pay, Masters
53, Without-pay, Assoc-voc
53, Without-pay, Bachelors
53, Without-pay, 10th
53, Without-pay, 1st-4th
53, Without-pay, Prof-school
53, Without-pay, HS-grad
53, Without-pay, 7th-8th
53, Without-pay, 12th
53, Without-pay, Some-college
53, Without-pay, 5th-6th
53, Without-pay, Preschool
53, Without-pay, 11th
53, Without-pay, Doctorate
53, Without-pay, 9th
53, Without-pay, Assoc-acdm
53, Self-emp-inc, Masters
53, Self-emp-inc, Assoc-voc
53, Self-emp-inc, Bachelors
53, Self-emp-inc, 10th
53, Self-emp-inc, 1st-4th
53, Self-emp-inc, Prof-school
53, Self-emp-inc, HS-grad
53, Self-emp-inc, 7th-8th
53, Self-emp-inc, 12th
53, Self-emp-inc, Some-college
53, Self-emp-inc, 5th-6th
53, Self-emp-inc, Preschool
53, Self-emp-inc, 11th
53, Self-emp-inc, Doctorate
53, Self-emp-inc, 9th
53, Self-emp-inc, Assoc-acdm
53, State-gov, Masters
53, State-gov, Assoc-voc
53, State-gov, Bachelors
53, State-gov, 10th
53, State-gov, 1st-4th
53, State-gov, Prof-school
53, State-gov, HS-grad
53, State-gov, 7th-8th
53, State-gov, 12th
53, State-gov, Some-college
53, State-gov, 5th-6th
53, State-gov, Preschool
53, State-gov, 11th
53, State-gov, Doctorate
53, State-gov, 9th
53, State-gov, Assoc-acdm
70, Federal-gov, Masters
70, Federal-gov, Assoc-voc
70, Federal-gov, Bachelors
70, Federal-gov, 10th
70, Federal-gov, 1st-4th
70, Federal-gov, Prof-school
70, Federal-gov, HS-grad
70, Federal-gov, 7th-8th
70, Federal-gov, 12th
70, Federal-gov, Some-college
70, Federal-gov, 5th-6th
70, Federal-gov, Preschool
70, Federal-gov, 11th
70, Federal-gov, Doctorate
70, Federal-gov, 9th
70, Federal-gov, Assoc-acdm
70, ?, Masters
70, ?, Assoc-voc
70, ?, Bachelors
70, ?, 10th
70, ?, 1st-4th
70, ?, Prof-school
70, ?, HS-grad
70, ?, 7th-8th
70, ?, 12th
70, ?, Some-college
70, ?, 5th-6th
70, ?, Preschool
70, ?, 11th
70, ?, Doctorate
70, ?, 9th
70, ?, Assoc-acdm
70, Self-emp-not-inc, Masters
70, Self-emp-not-inc, Assoc-voc
70, Self-emp-not-inc, Bachelors
70, Self-emp-not-inc, 10th
70, Self-emp-not-inc, 1st-4th
70, Self-emp-not-inc, Prof-school
70, Self-emp-not-inc, HS-grad
70, Self-emp-not-inc, 7th-8th
70, Self-emp-not-inc, 12th
70, Self-emp-not-inc, Some-college
70, Self-emp-not-inc, 5th-6th
70, Self-emp-not-inc, Preschool
70, Self-emp-not-inc, 11th
70, Self-emp-not-inc, Doctorate
70, Self-emp-not-inc, 9th
70, Self-emp-not-inc, Assoc-acdm
70, Never-worked, Masters
70, Never-worked, Assoc-voc
70, Never-worked, Bachelors
70, Never-worked, 10th
70, Never-worked, 1st-4th
70, Never-worked, Prof-school
70, Never-worked, HS-grad
70, Never-worked, 7th-8th
70, Never-worked, 12th
70, Never-worked, Some-college
70, Never-worked, 5th-6th
70, Never-worked, Preschool
70, Never-worked, 11th
70, Never-worked, Doctorate
70, Never-worked, 9th
70, Never-worked, Assoc-acdm
70, Local-gov, Masters
70, Local-gov, Assoc-voc
70, Local-gov, Bachelors
70, Local-gov, 10th
70, Local-gov, 1st-4th
70, Local-gov, Prof-school
70, Local-gov, HS-grad
70, Local-gov, 7th-8th
70, Local-gov, 12th
70, Local-gov, Some-college
70, Local-gov, 5th-6th
70, Local-gov, Preschool
70, Local-gov, 11th
70, Local-gov, Doctorate
70, Local-gov, 9th
70, Local-gov, Assoc-acdm
70, Private, Masters
70, Private, Assoc-voc
70, Private, Bachelors
70, Private, 10th
70, Private, 1st-4th
70, Private, Prof-school
70, Private, HS-grad
70, Private, 7th-8th
70, Private, 12th
70, Private, Some-college
70, Private, 5th-6th
70, Private, Preschool
70, Private, 11th
70, Private, Doctorate
70, Private, 9th
70, Private, Assoc-acdm
70, Without-pay, Masters
70, Without-pay, Assoc-voc
70, Without-pay, Bachelors
70, Without-pay, 10th
70, Without-pay, 1st-4th
70, Without-pay, Prof-school
70, Without-pay, HS-grad
70, Without-pay, 7th-8th
70, Without-pay, 12th
70, Without-pay, Some-college
70, Without-pay, 5th-6th
70, Without-pay, Preschool
70, Without-pay, 11th
70, Without-pay, Doctorate
70, Without-pay, 9th
70, Without-pay, Assoc-acdm
70, Self-emp-inc, Masters
70, Self-emp-inc, Assoc-voc
70, Self-emp-inc, Bachelors
70, Self-emp-inc, 10th
70, Self-emp-inc, 1st-4th
70, Self-emp-inc, Prof-school
70, Self-emp-inc, HS-grad
70, Self-emp-inc, 7th-8th
70, Self-emp-inc, 12th
70, Self-emp-inc, Some-college
70, Self-emp-inc, 5th-6th
70, Self-emp-inc, Preschool
70, Self-emp-inc, 11th
70, Self-emp-inc, Doctorate
70, Self-emp-inc, 9th
70, Self-emp-inc, Assoc-acdm
70, State-gov, Masters
70, State-gov, Assoc-voc
70, State-gov, Bachelors
70, State-gov, 10th
70, State-gov, 1st-4th
70, State-gov, Prof-school
70, State-gov, HS-grad
70, State-gov, 7th-8th
70, State-gov, 12th
70, State-gov, Some-college
70, State-gov, 5th-6th
70, State-gov, Preschool
70, State-gov, 11th
70, State-gov, Doctorate
70, State-gov, 9th
70, State-gov, Assoc-acdm
25, Federal-gov, Masters
25, Federal-gov, Assoc-voc
25, Federal-gov, Bachelors
25, Federal-gov, 10th
25, Federal-gov, 1st-4th
25, Federal-gov, Prof-school
25, Federal-gov, HS-grad
25, Federal-gov, 7th-8th
25, Federal-gov, 12th
25, Federal-gov, Some-college
25, Federal-gov, 5th-6th
25, Federal-gov, Preschool
25, Federal-gov, 11th
25, Federal-gov, Doctorate
25, Federal-gov, 9th
25, Federal-gov, Assoc-acdm
25, ?, Masters
25, ?, Assoc-voc
25, ?, Bachelors
25, ?, 10th
25, ?, 1st-4th
25, ?, Prof-school
25, ?, HS-grad
25, ?, 7th-8th
25, ?, 12th
25, ?, Some-college
25, ?, 5th-6th
25, ?, Preschool
25, ?, 11th
25, ?, Doctorate
25, ?, 9th
25, ?, Assoc-acdm
25, Self-emp-not-inc, Masters
25, Self-emp-not-inc, Assoc-voc
25, Self-emp-not-inc, Bachelors
25, Self-emp-not-inc, 10th
25, Self-emp-not-inc, 1st-4th
25, Self-emp-not-inc, Prof-school
25, Self-emp-not-inc, HS-grad
25, Self-emp-not-inc, 7th-8th
25, Self-emp-not-inc, 12th
25, Self-emp-not-inc, Some-college
25, Self-emp-not-inc, 5th-6th
25, Self-emp-not-inc, Preschool
25, Self-emp-not-inc, 11th
25, Self-emp-not-inc, Doctorate
25, Self-emp-not-inc, 9th
25, Self-emp-not-inc, Assoc-acdm
25, Never-worked, Masters
25, Never-worked, Assoc-voc
25, Never-worked, Bachelors
25, Never-worked, 10th
25, Never-worked, 1st-4th
25, Never-worked, Prof-school
25, Never-worked, HS-grad
25, Never-worked, 7th-8th
25, Never-worked, 12th
25, Never-worked, Some-college
25, Never-worked, 5th-6th
25, Never-worked, Preschool
25, Never-worked, 11th
25, Never-worked, Doctorate
25, Never-worked, 9th
25, Never-worked, Assoc-acdm
25, Local-gov, Masters
25, Local-gov, Assoc-voc
25, Local-gov, Bachelors
25, Local-gov, 10th
25, Local-gov, 1st-4th
25, Local-gov, Prof-school
25, Local-gov, HS-grad
25, Local-gov, 7th-8th
25, Local-gov, 12th
25, Local-gov, Some-college
25, Local-gov, 5th-6th
25, Local-gov, Preschool
25, Local-gov, 11th
25, Local-gov, Doctorate
25, Local-gov, 9th
25, Local-gov, Assoc-acdm
25, Private, Masters
25, Private, Assoc-voc
25, Private, Bachelors
25, Private, 10th
25, Private, 1st-4th
25, Private, Prof-school
25, Private, HS-grad
25, Private, 7th-8th
25, Private, 12th
25, Private, Some-college
25, Private, 5th-6th
25, Private, Preschool
25, Private, 11th
25, Private, Doctorate
25, Private, 9th
25, Private, Assoc-acdm
25, Without-pay, Masters
25, Without-pay, Assoc-voc
25, Without-pay, Bachelors
25, Without-pay, 10th
25, Without-pay, 1st-4th
25, Without-pay, Prof-school
25, Without-pay, HS-grad
25, Without-pay, 7th-8th
25, Without-pay, 12th
25, Without-pay, Some-college
25, Without-pay, 5th-6th
25, Without-pay, Preschool
25, Without-pay, 11th
25, Without-pay, Doctorate
25, Without-pay, 9th
25, Without-pay, Assoc-acdm
25, Self-emp-inc, Masters
25, Self-emp-inc, Assoc-voc
25, Self-emp-inc, Bachelors
25, Self-emp-inc, 10th
25, Self-emp-inc, 1st-4th
25, Self-emp-inc, Prof-school
25, Self-emp-inc, HS-grad
25, Self-emp-inc, 7th-8th
25, Self-emp-inc, 12th
25, Self-emp-inc, Some-college
25, Self-emp-inc, 5th-6th
25, Self-emp-inc, Preschool
25, Self-emp-inc, 11th
25, Self-emp-inc, Doctorate
25, Self-emp-inc, 9th
25, Self-emp-inc, Assoc-acdm
25, State-gov, Masters
25, State-gov, Assoc-voc
25, State-gov, Bachelors
25, State-gov, 10th
25, State-gov, 1st-4th
25, State-gov, Prof-school
25, State-gov, HS-grad
25, State-gov, 7th-8th
25, State-gov, 12th
25, State-gov, Some-college
25, State-gov, 5th-6th
25, State-gov, Preschool
25, State-gov, 11th
25, State-gov, Doctorate
25, State-gov, 9th
25, State-gov, Assoc-acdm
76, Federal-gov, Masters
76, Federal-gov, Assoc-voc
76, Federal-gov, Bachelors
76, Federal-gov, 10th
76, Federal-gov, 1st-4th
76, Federal-gov, Prof-school
76, Federal-gov, HS-grad
76, Federal-gov, 7th-8th
76, Federal-gov, 12th
76, Federal-gov, Some-college
76, Federal-gov, 5th-6th
76, Federal-gov, Preschool
76, Federal-gov, 11th
76, Federal-gov, Doctorate
76, Federal-gov, 9th
76, Federal-gov, Assoc-acdm
76, ?, Masters
76, ?, Assoc-voc
76, ?, Bachelors
76, ?, 10th
76, ?, 1st-4th
76, ?, Prof-school
76, ?, HS-grad
76, ?, 7th-8th
76, ?, 12th
76, ?, Some-college
76, ?, 5th-6th
76, ?, Preschool
76, ?, 11th
76, ?, Doctorate
76, ?, 9th
76, ?, Assoc-acdm
76, Self-emp-not-inc, Masters
76, Self-emp-not-inc, Assoc-voc
76, Self-emp-not-inc, Bachelors
76, Self-emp-not-inc, 10th
76, Self-emp-not-inc, 1st-4th
76, Self-emp-not-inc, Prof-school
76, Self-emp-not-inc, HS-grad
76, Self-emp-not-inc, 7th-8th
76, Self-emp-not-inc, 12th
76, Self-emp-not-inc, Some-college
76, Self-emp-not-inc, 5th-6th
76, Self-emp-not-inc, Preschool
76, Self-emp-not-inc, 11th
76, Self-emp-not-inc, Doctorate
76, Self-emp-not-inc, 9th
76, Self-emp-not-inc, Assoc-acdm
76, Never-worked, Masters
76, Never-worked, Assoc-voc
76, Never-worked, Bachelors
76, Never-worked, 10th
76, Never-worked, 1st-4th
76, Never-worked, Prof-school
76, Never-worked, HS-grad
76, Never-worked, 7th-8th
76, Never-worked, 12th
76, Never-worked, Some-college
76, Never-worked, 5th-6th
76, Never-worked, Preschool
76, Never-worked, 11th
76, Never-worked, Doctorate
76, Never-worked, 9th
76, Never-worked, Assoc-acdm
76, Local-gov, Masters
76, Local-gov, Assoc-voc
76, Local-gov, Bachelors
76, Local-gov, 10th
76, Local-gov, 1st-4th
76, Local-gov, Prof-school
76, Local-gov, HS-grad
76, Local-gov, 7th-8th
76, Local-gov, 12th
76, Local-gov, Some-college
76, Local-gov, 5th-6th
76, Local-gov, Preschool
76, Local-gov, 11th
76, Local-gov, Doctorate
76, Local-gov, 9th
76, Local-gov, Assoc-acdm
76, Private, Masters
76, Private, Assoc-voc
76, Private, Bachelors
76, Private, 10th
76, Private, 1st-4th
76, Private, Prof-school
76, Private, HS-grad
76, Private, 7th-8th
76, Private, 12th
76, Private, Some-college
76, Private, 5th-6th
76, Private, Preschool
76, Private, 11th
76, Private, Doctorate
76, Private, 9th
76, Private, Assoc-acdm
76, Without-pay, Masters
76, Without-pay, Assoc-voc
76, Without-pay, Bachelors
76, Without-pay, 10th
76, Without-pay, 1st-4th
76, Without-pay, Prof-school
76, Without-pay, HS-grad
76, Without-pay, 7th-8th
76, Without-pay, 12th
76, Without-pay, Some-college
76, Without-pay, 5th-6th
76, Without-pay, Preschool
76, Without-pay, 11th
76, Without-pay, Doctorate
76, Without-pay, 9th
76, Without-pay, Assoc-acdm
76, Self-emp-inc, Masters
76, Self-emp-inc, Assoc-voc
76, Self-emp-inc, Bachelors
76, Self-emp-inc, 10th
76, Self-emp-inc, 1st-4th
76, Self-emp-inc, Prof-school
76, Self-emp-inc, HS-grad
76, Self-emp-inc, 7th-8th
76, Self-emp-inc, 12th
76, Self-emp-inc, Some-college
76, Self-emp-inc, 5th-6th
76, Self-emp-inc, Preschool
76, Self-emp-inc, 11th
76, Self-emp-inc, Doctorate
76, Self-emp-inc, 9th
76, Self-emp-inc, Assoc-acdm
76, State-gov, Masters
76, State-gov, Assoc-voc
76, State-gov, Bachelors
76, State-gov, 10th
76, State-gov, 1st-4th
76, State-gov, Prof-school
76, State-gov, HS-grad
76, State-gov, 7th-8th
76, State-gov, 12th
76, State-gov, Some-college
76, State-gov, 5th-6th
76, State-gov, Preschool
76, State-gov, 11th
76, State-gov, Doctorate
76, State-gov, 9th
76, State-gov, Assoc-acdm
36, Federal-gov, Masters
36, Federal-gov, Assoc-voc
36, Federal-gov, Bachelors
36, Federal-gov, 10th
36, Federal-gov, 1st-4th
36, Federal-gov, Prof-school
36, Federal-gov, HS-grad
36, Federal-gov, 7th-8th
36, Federal-gov, 12th
36, Federal-gov, Some-college
36, Federal-gov, 5th-6th
36, Federal-gov, Preschool
36, Federal-gov, 11th
36, Federal-gov, Doctorate
36, Federal-gov, 9th
36, Federal-gov, Assoc-acdm
36, ?, Masters
36, ?, Assoc-voc
36, ?, Bachelors
36, ?, 10th
36, ?, 1st-4th
36, ?, Prof-school
36, ?, HS-grad
36, ?, 7th-8th
36, ?, 12th
36, ?, Some-college
36, ?, 5th-6th
36, ?, Preschool
36, ?, 11th
36, ?, Doctorate
36, ?, 9th
36, ?, Assoc-acdm
36, Self-emp-not-inc, Masters
36, Self-emp-not-inc, Assoc-voc
36, Self-emp-not-inc, Bachelors
36, Self-emp-not-inc, 10th
36, Self-emp-not-inc, 1st-4th
36, Self-emp-not-inc, Prof-school
36, Self-emp-not-inc, HS-grad
36, Self-emp-not-inc, 7th-8th
36, Self-emp-not-inc, 12th
36, Self-emp-not-inc, Some-college
36, Self-emp-not-inc, 5th-6th
36, Self-emp-not-inc, Preschool
36, Self-emp-not-inc, 11th
36, Self-emp-not-inc, Doctorate
36, Self-emp-not-inc, 9th
36, Self-emp-not-inc, Assoc-acdm
36, Never-worked, Masters
36, Never-worked, Assoc-voc
36, Never-worked, Bachelors
36, Never-worked, 10th
36, Never-worked, 1st-4th
36, Never-worked, Prof-school
36, Never-worked, HS-grad
36, Never-worked, 7th-8th
36, Never-worked, 12th
36, Never-worked, Some-college
36, Never-worked, 5th-6th
36, Never-worked, Preschool
36, Never-worked, 11th
36, Never-worked, Doctorate
36, Never-worked, 9th
36, Never-worked, Assoc-acdm
36, Local-gov, Masters
36, Local-gov, Assoc-voc
36, Local-gov, Bachelors
36, Local-gov, 10th
36, Local-gov, 1st-4th
36, Local-gov, Prof-school
36, Local-gov, HS-grad
36, Local-gov, 7th-8th
36, Local-gov, 12th
36, Local-gov, Some-college
36, Local-gov, 5th-6th
36, Local-gov, Preschool
36, Local-gov, 11th
36, Local-gov, Doctorate
36, Local-gov, 9th
36, Local-gov, Assoc-acdm
36, Private, Masters
36, Private, Assoc-voc
36, Private, Bachelors
36, Private, 10th
36, Private, 1st-4th
36, Private, Prof-school
36, Private, HS-grad
36, Private, 7th-8th
36, Private, 12th
36, Private, Some-college
36, Private, 5th-6th
36, Private, Preschool
36, Private, 11th
36, Private, Doctorate
36, Private, 9th
36, Private, Assoc-acdm
36, Without-pay, Masters
36, Without-pay, Assoc-voc
36, Without-pay, Bachelors
36, Without-pay, 10th
36, Without-pay, 1st-4th
36, Without-pay, Prof-school
36, Without-pay, HS-grad
36, Without-pay, 7th-8th
36, Without-pay, 12th
36, Without-pay, Some-college
36, Without-pay, 5th-6th
36, Without-pay, Preschool
36, Without-pay, 11th
36, Without-pay, Doctorate
36, Without-pay, 9th
36, Without-pay, Assoc-acdm
36, Self-emp-inc, Masters
36, Self-emp-inc, Assoc-voc
36, Self-emp-inc, Bachelors
36, Self-emp-inc, 10th
36, Self-emp-inc, 1st-4th
36, Self-emp-inc, Prof-school
36, Self-emp-inc, HS-grad
36, Self-emp-inc, 7th-8th
36, Self-emp-inc, 12th
36, Self-emp-inc, Some-college
36, Self-emp-inc, 5th-6th
36, Self-emp-inc, Preschool
36, Self-emp-inc, 11th
36, Self-emp-inc, Doctorate
36, Self-emp-inc, 9th
36, Self-emp-inc, Assoc-acdm
36, State-gov, Masters
36, State-gov, Assoc-voc
36, State-gov, Bachelors
36, State-gov, 10th
36, State-gov, 1st-4th
36, State-gov, Prof-school
36, State-gov, HS-grad
36, State-gov, 7th-8th
36, State-gov, 12th
36, State-gov, Some-college
36, State-gov, 5th-6th
36, State-gov, Preschool
36, State-gov, 11th
36, State-gov, Doctorate
36, State-gov, 9th
36, State-gov, Assoc-acdm
55, Federal-gov, Masters
55, Federal-gov, Assoc-voc
55, Federal-gov, Bachelors
55, Federal-gov, 10th
55, Federal-gov, 1st-4th
55, Federal-gov, Prof-school
55, Federal-gov, HS-grad
55, Federal-gov, 7th-8th
55, Federal-gov, 12th
55, Federal-gov, Some-college
55, Federal-gov, 5th-6th
55, Federal-gov, Preschool
55, Federal-gov, 11th
55, Federal-gov, Doctorate
55, Federal-gov, 9th
55, Federal-gov, Assoc-acdm
55, ?, Masters
55, ?, Assoc-voc
55, ?, Bachelors
55, ?, 10th
55, ?, 1st-4th
55, ?, Prof-school
55, ?, HS-grad
55, ?, 7th-8th
55, ?, 12th
55, ?, Some-college
55, ?, 5th-6th
55, ?, Preschool
55, ?, 11th
55, ?, Doctorate
55, ?, 9th
55, ?, Assoc-acdm
55, Self-emp-not-inc, Masters
55, Self-emp-not-inc, Assoc-voc
55, Self-emp-not-inc, Bachelors
55, Self-emp-not-inc, 10th
55, Self-emp-not-inc, 1st-4th
55, Self-emp-not-inc, Prof-school
55, Self-emp-not-inc, HS-grad
55, Self-emp-not-inc, 7th-8th
55, Self-emp-not-inc, 12th
55, Self-emp-not-inc, Some-college
55, Self-emp-not-inc, 5th-6th
55, Self-emp-not-inc, Preschool
55, Self-emp-not-inc, 11th
55, Self-emp-not-inc, Doctorate
55, Self-emp-not-inc, 9th
55, Self-emp-not-inc, Assoc-acdm
55, Never-worked, Masters
55, Never-worked, Assoc-voc
55, Never-worked, Bachelors
55, Never-worked, 10th
55, Never-worked, 1st-4th
55, Never-worked, Prof-school
55, Never-worked, HS-grad
55, Never-worked, 7th-8th
55, Never-worked, 12th
55, Never-worked, Some-college
55, Never-worked, 5th-6th
55, Never-worked, Preschool
55, Never-worked, 11th
55, Never-worked, Doctorate
55, Never-worked, 9th
55, Never-worked, Assoc-acdm
55, Local-gov, Masters
55, Local-gov, Assoc-voc
55, Local-gov, Bachelors
55, Local-gov, 10th
55, Local-gov, 1st-4th
55, Local-gov, Prof-school
55, Local-gov, HS-grad
55, Local-gov, 7th-8th
55, Local-gov, 12th
55, Local-gov, Some-college
55, Local-gov, 5th-6th
55, Local-gov, Preschool
55, Local-gov, 11th
55, Local-gov, Doctorate
55, Local-gov, 9th
55, Local-gov, Assoc-acdm
55, Private, Masters
55, Private, Assoc-voc
55, Private, Bachelors
55, Private, 10th
55, Private, 1st-4th
55, Private, Prof-school
55, Private, HS-grad
55, Private, 7th-8th
55, Private, 12th
55, Private, Some-college
55, Private, 5th-6th
55, Private, Preschool
55, Private, 11th
55, Private, Doctorate
55, Private, 9th
55, Private, Assoc-acdm
55, Without-pay, Masters
55, Without-pay, Assoc-voc
55, Without-pay, Bachelors
55, Without-pay, 10th
55, Without-pay, 1st-4th
55, Without-pay, Prof-school
55, Without-pay, HS-grad
55, Without-pay, 7th-8th
55, Without-pay, 12th
55, Without-pay, Some-college
55, Without-pay, 5th-6th
55, Without-pay, Preschool
55, Without-pay, 11th
55, Without-pay, Doctorate
55, Without-pay, 9th
55, Without-pay, Assoc-acdm
55, Self-emp-inc, Masters
55, Self-emp-inc, Assoc-voc
55, Self-emp-inc, Bachelors
55, Self-emp-inc, 10th
55, Self-emp-inc, 1st-4th
55, Self-emp-inc, Prof-school
55, Self-emp-inc, HS-grad
55, Self-emp-inc, 7th-8th
55, Self-emp-inc, 12th
55, Self-emp-inc, Some-college
55, Self-emp-inc, 5th-6th
55, Self-emp-inc, Preschool
55, Self-emp-inc, 11th
55, Self-emp-inc, Doctorate
55, Self-emp-inc, 9th
55, Self-emp-inc, Assoc-acdm
55, State-gov, Masters
55, State-gov, Assoc-voc
55, State-gov, Bachelors
55, State-gov, 10th
55, State-gov, 1st-4th
55, State-gov, Prof-school
55, State-gov, HS-grad
55, State-gov, 7th-8th
55, State-gov, 12th
55, State-gov, Some-college
55, State-gov, 5th-6th
55, State-gov, Preschool
55, State-gov, 11th
55, State-gov, Doctorate
55, State-gov, 9th
55, State-gov, Assoc-acdm
24, Federal-gov, Masters
24, Federal-gov, Assoc-voc
24, Federal-gov, Bachelors
24, Federal-gov, 10th
24, Federal-gov, 1st-4th
24, Federal-gov, Prof-school
24, Federal-gov, HS-grad
24, Federal-gov, 7th-8th
24, Federal-gov, 12th
24, Federal-gov, Some-college
24, Federal-gov, 5th-6th
24, Federal-gov, Preschool
24, Federal-gov, 11th
24, Federal-gov, Doctorate
24, Federal-gov, 9th
24, Federal-gov, Assoc-acdm
24, ?, Masters
24, ?, Assoc-voc
24, ?, Bachelors
24, ?, 10th
24, ?, 1st-4th
24, ?, Prof-school
24, ?, HS-grad
24, ?, 7th-8th
24, ?, 12th
24, ?, Some-college
24, ?, 5th-6th
24, ?, Preschool
24, ?, 11th
24, ?, Doctorate
24, ?, 9th
24, ?, Assoc-acdm
24, Self-emp-not-inc, Masters
24, Self-emp-not-inc, Assoc-voc
24, Self-emp-not-inc, Bachelors
24, Self-emp-not-inc, 10th
24, Self-emp-not-inc, 1st-4th
24, Self-emp-not-inc, Prof-school
24, Self-emp-not-inc, HS-grad
24, Self-emp-not-inc, 7th-8th
24, Self-emp-not-inc, 12th
24, Self-emp-not-inc, Some-college
24, Self-emp-not-inc, 5th-6th
24, Self-emp-not-inc, Preschool
24, Self-emp-not-inc, 11th
24, Self-emp-not-inc, Doctorate
24, Self-emp-not-inc, 9th
24, Self-emp-not-inc, Assoc-acdm
24, Never-worked, Masters
24, Never-worked, Assoc-voc
24, Never-worked, Bachelors
24, Never-worked, 10th
24, Never-worked, 1st-4th
24, Never-worked, Prof-school
24, Never-worked, HS-grad
24, Never-worked, 7th-8th
24, Never-worked, 12th
24, Never-worked, Some-college
24, Never-worked, 5th-6th
24, Never-worked, Preschool
24, Never-worked, 11th
24, Never-worked, Doctorate
24, Never-worked, 9th
24, Never-worked, Assoc-acdm
24, Local-gov, Masters
24, Local-gov, Assoc-voc
24, Local-gov, Bachelors
24, Local-gov, 10th
24, Local-gov, 1st-4th
24, Local-gov, Prof-school
24, Local-gov, HS-grad
24, Local-gov, 7th-8th
24, Local-gov, 12th
24, Local-gov, Some-college
24, Local-gov, 5th-6th
24, Local-gov, Preschool
24, Local-gov, 11th
24, Local-gov, Doctorate
24, Local-gov, 9th
24, Local-gov, Assoc-acdm
24, Private, Masters
24, Private, Assoc-voc
24, Private, Bachelors
24, Private, 10th
24, Private, 1st-4th
24, Private, Prof-school
24, Private, HS-grad
24, Private, 7th-8th
24, Private, 12th
24, Private, Some-college
24, Private, 5th-6th
24, Private, Preschool
24, Private, 11th
24, Private, Doctorate
24, Private, 9th
24, Private, Assoc-acdm
24, Without-pay, Masters
24, Without-pay, Assoc-voc
24, Without-pay, Bachelors
24, Without-pay, 10th
24, Without-pay, 1st-4th
24, Without-pay, Prof-school
24, Without-pay, HS-grad
24, Without-pay, 7th-8th
24, Without-pay, 12th
24, Without-pay, Some-college
24, Without-pay, 5th-6th
24, Without-pay, Preschool
24, Without-pay, 11th
24, Without-pay, Doctorate
24, Without-pay, 9th
24, Without-pay, Assoc-acdm
24, Self-emp-inc, Masters
24, Self-emp-inc, Assoc-voc
24, Self-emp-inc, Bachelors
24, Self-emp-inc, 10th
24, Self-emp-inc, 1st-4th
24, Self-emp-inc, Prof-school
24, Self-emp-inc, HS-grad
24, Self-emp-inc, 7th-8th
24, Self-emp-inc, 12th
24, Self-emp-inc, Some-college
24, Self-emp-inc, 5th-6th
24, Self-emp-inc, Preschool
24, Self-emp-inc, 11th
24, Self-emp-inc, Doctorate
24, Self-emp-inc, 9th
24, Self-emp-inc, Assoc-acdm
24, State-gov, Masters
24, State-gov, Assoc-voc
